SKU;DESCRIÇÃO;UNID.
5005079;ALIMENTACAO VIANDA . .;UN
5005130;TUBO PU 10 X1,50 MM UNICA .;M
5004901;CHAVE ALLEN CURTA 8.00MM UNICA .;PC
5004905;CABO CORDOPLAST 2X1,00 MM2 UNICA .;M
5004597;ESFERA DO LUPER FLAT SIRUBA D007R - P8-5 . .;UN
5005023;ABAFADOR C-200 CAMPER 15DB CA33135 U U;PC
5005025;TENIS ANTIDERRAPANTE BCO SOFT WORKS CA37212 U P/32;PR
5005027;TENIS ANTIDERRAPANTE BCO SOFT WORKS CA37212 U P/34;PR
5005029;TENIS ANTIDERRAPANTE BCO SOFT WORKS CA37212 U P/36;PR
5005032;TENIS ANTIDERRAPANTE BCO SOFT WORKS CA37212 U G/39;PR
5004569;FILTRO FILTRO AR CAB . .;PC
5004601;PULSEIRA PROTECAO ANTI ESTATICA SEM FIO U U;UNI
5005169;BUCHA ROSCAVEL 3/4 X 1/2 UNICA .;PC
5004326;ARLA 32 EUROARLA 20L . .;UN
5005132;DIAFRAGMA PARA REGULADOR  MINI  AR/AFR 2000 UNICA .;UNI
5005263;ENGATE FLEXIVEL PVC 1/2 X60 U U;PC
5004747;PARAFUSO FIXO 4 X 50 MM UNICA .;PC
5004496;CJ TR MOTORIZADA PEQ CARRETA PORTA TRASEIRA - 2 FOLHAS . .;PC
5005041;SUCO TRINK LARANJA U U;UNI
5005043;SUCO TRINK LIMONADA SUICA U U;UNI
5005220;PRODUTO NCM 61072900 . .;UN
5005353;ONU 3163 GAS LIQUEFEITO N.E CL. U U;KG
5005356;FITA ISOLACAO SILVERTEC OU 48MM X 10M U U;PC
5005272;BOTINA DE PROTEAO ELAST. LAT. B / ACO CRIVALCA U 42;PAR
5005138;MASSA DE POLIR N.2 U U;LT
5005361;CONEXAO JOELHO 1/4 6MM METAL U U;UN
5005181;SAPATO ELASTICO S/ BIQUEIRA U 40;PR
5005305;LIMA - CHATA - BASTARDA - 4 U U;PC
5004416;ALICATE INSERCAO PUNCH DOWN IMPACTO U U;UNI
5005228;LUMINARIA LUMINARIA PENDENTE 200W CANOPLA EM ALUM U U;UNI
5005345;CABO HDMI 3M 19 PINOS 4K ULTRA HD BRASFO PRETO U U;PC
5004272;BATERIA LENOVO UNICA .;UNI
5005368;RETARDADOR VINILICO . .;LT
5004698;LUVA NITRILICA C/ FORRO VOLK TAM G U U;PR
5004707;BOTINA DE PROTEAO C/ BICO COMPOSITE PRETO 37;PR
5004710;BOTINA DE PROTEAO C/ BICO COMPOSITE PRETO 40;PR
5004667;GAS LIQUEFEITO CIL 11,34 U U;KG
5005556;PRODUTO NCM 61012000 . .;PC
5006018;BATERIA/PILHA DE LITIO 3V ELGIN CR2032 CARTELA COM 5 U U U;UN
5005729;GALV VALVULA ESFERA FEMEA (A) 1/4 U U;PC
5005818;FIO DE SOLDA 63 X 37 FIO 30G U U;1
5006066;MICRO OLEO ANTICORROSIVO U U;PC
5006069;PONTEIRA PHILL ENC 1/4X50 U U;PC
5005671;INTERRUPTOR EMB. 1TS TOM 10A IRIEL DUALE S/ PLACA U U;PC
5005674;CONTATO AUX 1NF P CONTATOR U U;PC
5005675;LUVA MALHA BRANCA U U;
5006087;BOBINA GL 050 X 1200 50 METROS UNICA .;KG
5006097;CABO COAXIAL BIPOLAR 100M U U;UN
5006111;MANIFOLD R410 SURYHA SPLIT INVERTER U U;1
5006154;TEE HORIZONTAL P/ ELETR. 200X100 PERFURADO U U;UN
5006167;SOQUETE PENDENTE S/ CHAVE PRETO G20 U U;PC
5005589;ADESIVO FRASCO C PINCEL 175G UNICA .;PC
5005747;CHAVE ESTRELA CRV . .;UN
5005539;LUVA PVC 1 ENCAIXE PRETA U U;PC
5006470;BUCHA DE REDUCAO 1X3/4 GALVANIZADA U U;PC
5006472;FILTRO DE OLEO 1 - 12F UNF - 5 A 30HP SIMIL AR U U;PC
5005547;INTERRUPTOR EMB 3TS BRANCO C/ PLACA U U;PC
5005550;CONECTOR P/ COAX RGC59 DE ANEL FINO U U;PC
5005611;CHAVE DE TESTE U U;29
5006228;ESGUICHO PLASTICO . .;PC
5006352;TOMADA 2P DUPLA EMBUTIR HORIZONTAL S/ PLACA U U;PC
5006353;TAMPA PVC P/3 TECLAS P/ CONDU BCA 1/2-3/4 U U;PC
5006364;JOELHO PVC 90G SOLDAVEL 25MM CLASSE 15 MARROM U U;PC
5005923;CHAPA GALVANIZADA . .;UN
5006254;CADEADO PADRAO CEE U U;UN
5006547;VENTOINHA EBERLE 080 FP FURO 11MM U U;UN
5006562;ROLAMENTO 6305 DDU C3 U U;UN
5005711;TEE SOLDAVEL 90X40MM U U;PC
5006288;CINTA LOMBAR MAZOLA U GG/XL;1
5006291;CINTA LOMBAR MAZOLA U XXL;1
5005530;CABO FLEX 0,5MM VERMELHO U U;M
5005531;TRILHO SUP PERFURADO ZINCADO TS 35 BRANCO U U;M
5005938;VENTILADOR VENTILADOR VENTISOL OSC COLUNA TURB 6P U U;1
5006440;MODULO FUSOR BROTHER MFC6902/HL6402/6702 . .;UN
5005679;MANTA FIBRA DE VIDRO U U;PC
5005681;JOGO DE ESCOVA CIRCULAR C/5 PCS U U;PC
5005685;BOTAO DUPLOILUMINADO VD/VM 220V U U;UN
5005686;SERRA COPO 22 BIMETALICA U U;PC
5005853;PORCA SEXTAVADA ZINCADA 1/4 U U;PC
5006576;BICO CONE CHEIO SEM INDUCAO DE AR CH100 8 U U;UN
5005466;LAMPADA TUB BIVOLT 65W LED 6400K T8 U U;29
5005893;LUVA ALUMINIO SEM ROSCA 1/2 U U;PC
5006462;FORRO CALCHAO . .;UN
5006465;TAPETE CARPETE . .;JG
5006467;CAPA VOLANTE . .;UN
5005599;BISCOITO AMANT. BAN/CAN 1X2 13,9G U U;29
5005646;CHAPA POLICARBONATO CR 3,0X1000X2000 U U;M2
5006160;CHUMBADOR CBV (A) 1/4 - JAQUETA E CONE U U;PC
5005822;CONDULETE ALUMINIO EXD TIPO LL 3/4 UNICA .;PC
5006426;TECLADO TI400P U U;PC
5005778;HDD EXTERNO PORTATIL 1TB USB EXPANSION SEAGATE U U;1
5006261;CAFE ITALIA GOURMET 510G U U;1
5006262;LEITE QUALIMAX SEM ACUCAR 510G U U;1
5006263;CHOCOLATE QUALIMAX 1KG U U;KG
5005904;ELETRODO AZUL- 2,50MMM -1KG U U;KG
5005940;PRODUTO NCM 33030010 . .;UN
5006159;MAO FRANCESA SIMPLES 100MM U U;PC
5006586;ROLAMENTO ROLAMENTO DE RODA . .;UN
5006450;CORDA BRANCA 8MM PP 240MT U U;MT
5006307;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 44;PR
5006320;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 46;PR
5006330;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 30;PR
5006332;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 32/33;PR
5006333;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 33/34;PR
5005439;COLA HB 80 . .;UN
5005440;COLA TACK PERMANENTE 1 . .;LT
5006032;RODIZIO ANDAIMES BORRACHA GCAEL 62 BR U U;1
5006573;LAMPADA LED TKL80 12W 6500K U U;PC
5006574;PERFILADO LISO GALVANIZADO ELETROLITICO 38X38MM 6M U U;PC
5006339;CINTO ERGONOMICO DYSTRAY U GG/XL;PC
5006340;CINTO ERGONOMICO DYSTRAY U EGG/XXL;PC
5005958;CINTA LOMBAR PREMIUM MAZOLA - M U U;1
5005971;BROCA WIDIA 8.00 NORMAL U U;UN
5006091;BOBINAGEM MOTOR MONO 1/2 CV 4 POLOS U U;UN
5006592;CORREIA SINC 306 S3M U U;M
5006593;SILICONE 240G INCOLOR TEAR U U;PC
5005894;CANETA MARCA TEXTO LARANJA .;UN
5006558;RODA RODA DE CARGA TANDEM DE NYLON . .;UN
5006188;BOTA INNPRO WORK LONGO PRETA C/FORRO TAM U U;PAR
5006238;CAPACITOR PERMANENTE 20 UF 250V U U;PC
5006239;ROLAMENTO 6000 DDU NSK U U;UN
5006242;CUNHA SLIM 100 PECAS - CORTAG PACOTE U U;1
5005566;GAXETA PNEUMATICA 25X35X11,2MM U U;PC
5005765;TERMOSTATO BIMETALICO KSD 30145 UNICA .;UNI
5005766;MANGUEIRA ALTA PRESSAO 1/2 UNICA .;MT
5005757;RELE ESTADO SOLIDO MONO SSR 40DA 40A UNICA .;UN
5006368;LIVRO AUDIOBOOK U. . .;UN
5006369;DUTO FLEXIVEL U . .;MT
5006496;ETIQUETA PRECO . .;RL
5006544;ABRACADEIRA NYLON PA66 20CM - 100 UNIDADES - BRANC U U;1
5005808;MINI RACK 12UX580MM PRETO U U;UN
5005592;SERRA COPO AR 76MM U U;PC
5005594;FLUIDO DE CORTE 500ML U U;PC
5005703;TERMINAL PRESSAO TUBO 1X1,00MM2 U U;PC
5005582;TELA FOTOLITOS 2 . .;UN
5005910;FITA DEMARCACAO ANTIDERRAPANTE  PRETA U U;UN
5005988;FITA FITA LARGA PP TRANSPARENTE 45MM X 100 M VERDE U;UN
5006531;RESINA BASE AGUA 18L U U;UN
5006532;FUNDO PREPARADOR 3,6L U U;UN
5006062;PARAFUSO FIXER CAB U U;PC
5006089;FILTRO DE COMBUSTIVEL DIESEL  BRIND C/ 4 FUROS U U;UN
5005796;CABO FLEX COB PVC 70G 750V 1X2,5 BRRL U U;MT
5005829;CABO DE REDE CAT5 U U;MT
5005832;CAIXA PLASTICA PARA CFTV VBOX 1100 E U U;UN
5005844;SIRENE 105 U U;UN
5005509;CATRACA U. . .;PC
5006192;JOELHO 45 50 MM PPR U U;PC
5005644;OLEO LUBRAX TRM 5 N 90 U U;29
5005884;COND CARRIER TETO 54K U U;1
5006515;DISJUNTOR DIN 1P C63 3KA/400V E 5KA/230V U U;PC
5006516;DISJUNTOR DIN 3P C40 3KA/400V E 5KA/220V U U;PC
5006393;BROCA SDS PLUS 8,0X110 - IRWIN U U;PC
5006459;CHICOTE ELETRICO ESPIRAL . .;UN
5005976;CORRENTE ELO CURTO 6,4MM U U;M
5005977;EXTENSAO FLEXIVEL PARA ENGRAXADEIRAS U U;PC
5005764;BROCA ACO RAPIDO 7.00MM U U;PC
5005773;ELETRODUTO GALVANIZADO 1 1/2 P 0,9 LEVE U U;BRR
5006173;FITA ISOLANTE PVC 10M AZUL U U;RL
5006210;TAMPAO 3/4 CINZA P/ CONDULETE MULTIPLO ALUM U U;PC
5006404;CHAVE CATRACA COMBINADA 14MM U U;PC
5006406;TAMPA CEGA CONDULETE 1/2 E 3/4 U U;PC
5006469;PLASTICO AUTO ADESIVO . .;RL
5006607;TERMINAL PRESSAO PINO CURTO AZUL 2,5-4,0MM U U;PC
5006646;PARAFUSO AUTO BROCANTE 12X3/4 - ARRUELA SOLTA U U;PC
5006648;LANTERNA RECAR 80-100LM LITIO U U;PC
5005488;FIO FLEXIVEL 04,0 MM2 PRETO U U;M
5006299;TAMPA PVC P/1 TECLA P/ CONDULETE BC 1/2-3/4 U U;PC
5006799;BROCA SDS PLUS 14,0X1,60 U U;PC
5007583;CORREIA SINCRONIZADA 170XL U U;UN
5007814;CORREIA XPA 1107 TB 30HP U U;UN
5008126;PARAFUSO (1/8-44X3,5) U U;PC
5008546;CABO CABINHO FLEXIVEL 2,5MM VM UNICA .;MT
5008552;INTERRUPTOR SIMPLES 10A PADRAO PRETO UNICA .;PC
5008553;FIBRA -F8-SM 04F LSZH (9/125) FIT U U;MT
5008561;SUPORTE ISOLADOR ROLDANA SIR CH U U;UN
5008564;"CHUMBADOR CBA 1/4X2 U U""";UN
5007069;ADAPTADOR 63 X 2 U U;UN
5007121;PLACA DE IDENTIFICACAO 28X18 U U;UN
5007133;BOTA INNPRO WORK LONGO PRETA C/FORRO CA 36026 U 38;PR
5006842;FELTRO LA VIDRO EOS 1,20X38MM U U;UN
5007331;PATIM SEM ABA 30MM U U;UN
5007199;PORTA LAMP BAQ PENDENTE C/ RABICHO 8CM U U;PC
5007216;PENDRIVE 32GB . .;UN
5007346;TERMINAL GARFO 4MM AZUL U U;PC
5007350;CABO PP 3X1,5MM U U;M
5007429;CHAVE CATRACA COMBINADA 8MM U U;PC
5007846;VIBRA STOP TRADICIONAL STANDART 1/2 U U;PC
5007875;CINTA LOMBAR STEELFLEX U G/L;UN
5007876;CINTA LOMBAR STEELFLEX U GG/XL;UN
5007879;CINTA LOMBAR STEELFLEX U XXL;UN
5007890;AUTOTRANSFORMADOR ATH 1500VA BIVOLT . .;UN
5007268;CONE 50 CM RIGIDO SEM FAIXA COR:PRETO U U;UN
5007271;CAIXA PLASTICA PARA MASSA 20 LTS 57X38 U U;PC
5007273;BOTA PEGA FORTE PRETA/AMARELA N38 U U;PC
5007276;REMOVEDOR FERRUGEM 1L U U;PC
5007310;TERMOPAR J TIPO SONDA DIAM 6MMX2000MM U U;UN
5007316;TERMINAL FEMEA JIC RETO 1.7/8X1.1/2 U U;PC
5007317;ADAPTADOR JIC 1 7/8X1 1/2 U U;PC
5007353;MATERIAL ELETRICO CANALETA 20X10 BRANCA C/ FITA DUPLA FA . .;UN
5007393;PEN DRIVE PEN DRIVE 16GB MULTILASER . .;UN
5007398;TUBO ISOLANTE ELASTOMERICO 3/8 10MM PAREDE 9M U U;PC
5007930;FLUIDO REFRIGERANTE R134 U U;UN
5007979;ADAPTADOR CONDULETE 3/4 BRANCO U U;UN
5007511;INSERT COBRE 8MMX5MM U U;PC
5007578;RODA DE DIRECO NYLON C/ PU . .;UN
5007619;PALHA ACO N1 MEDIA U U;UN
5007637;LUVA NITRILICA AMARELA MAX U 20;UN
5007651;ARARA DOIS NIVEIS LARGURA:1,5 METRO U U;UN
5006662;TP P/ CONDU ALU S/P 1 POS RET 1/2 3/4 U U;PC
5006885;UNIAO UNIAO MACHO 12MM . .;PC
5008017;STEAM FLIP  VAPORIZADOR 3X1 U U;PC
5008021;PASSARINHO DE PORCELANA DOURADO U U;UN
5008023;VASINHO LONDRES / 3820 / 3822 PQ U U;UN
5008050;LOOPER SUPERIOR - LP225 U U;UN
5008051;ROLAMENTO 6203 ZZ U U;UN
5008061;FACA BK10 U U;UN
5008064;RETENTOR OLEO - KL20 U U;UN
5007680;TERMINAL COMPR P/ CABO 050YA50 U U;PC
5008162;ASSENTO ALMOF BRANCO U U;UN
5007720;ROLAMENTO MAQ FUSIONAR NSK U U;UN
5007722;CORREIA CORACAO 3MM 258 GALONEIRA K ORIG U U;
5007740;ARRUELA GALONEIRA SIRUBA ORIG U U;UN
5007755;PASSA FIO TENSOR AG OVERLOCK SIRUBA ORIG U U;UN
5007802;SERRA COPO AR102MM U U;PC
5007384;PASTA PASTA SANFONADA 12 DIV DAC A4 6090PP-TR . .;UN
5007385;PRANCHETA PRANCHETA EUCATEX MDF CLIPS METAL . .;UN
5007570;PISTAO ACIONADOR . .;UN
5008171;TECIDO PLANO MULTI CHIFFON FLEX . .;UN
5008176;IMPELENTE H1259 U U;PC
5008190;ESPELHO CEGO 2X4 BCO U U;PC
5008208;TEE C ROSCA 1/2 U U;UN
5008209;CONTROLE SANSUNG 4K U U;UN
5008218;SERROTE BI-MATERIAL 18 450MM U U;PC
5008252;BUCHA DE REDUCAO 1.1/4 X 1 GALVANIZADA U U;PC
5008301;PLUGUE FEMEA 2P T 20A C/ PRENSA CABO CINZA U U;PC
5006958;BOTAO DUPLO PVC SALIENTE 22.00MM VERDE/VERMELH U U;PC
5006959;CABO COBRE ISOLADO PVC 70G 0,6/1KV 5X1,5MM2 U U;M
5007604;BANDEJA PQ ROMA PLASTICA CINZA U U;UN
5007733;DISCO TENSOR JUKI NAC U U;UN
5008329;ROTEADOR ONT HUAWEI OPTIXSTAR EG8145X6-10 . .;UN
5006683;FITA ACO PERFURADA 17X40X25MM U U;RL
5007900;ARGAMASSA ARGAM AC2 20KG UNICA .;SC
5007799;BROCA AR DIN 338 8,50MM A114 U U;PC
5007822;BOTAO ACION DUPLO ABS CRO U U;PC
5008364;MANGUEIRA CORRUGADA 20MM AMARELA U U;MT
5008385;DISCO CORTE DEEP CUT 7X1.88MMX7/8 U U;PC
5008393;ADESIVO PLASTICO BISNAGA 17G U U;PC
5006754;"ROLDANA U"" 100MM DUPLA C/ SUP U U""";PC
5006762;ISOLADOR EPOXI 25X40 M6 U U;PC
5006770;"BARRA LAMINADA A-36 CANTONEIRA 2 X 1/8"" . .""";KG
5007836;LOOPER SUPERIOR LP226K U U;PC
5006786;BOBINA DE PLASTICO COMPACTOR . .;KG
5006855;CAPA ESPAGUETE CORRUGADO U U;UN
5007922;OLEO SINTY ATX . .;KG
5006911;CONTROLE DE ACESSO DIGIPROX SA202 U U;PC
5006938;BANNER LONA, BASTAO E CORDA . .;UN
5006945;JOELHO PVC 45G SOLDAVEL 25MM U U;PC
5008005;MALA MALA DE VIAGEM BOREAL 2031-P . .;UN
5008036;LOOPER P/ MAQ. MOD. NOVA D007R / D007S - SR-074 U U;UN
5008459;PRODUTO NCM 61023000 UNICA .;UN
5008460;PRODUTO NCM 61045300 UNICA .;UN
5008471;TAG NEXTH 4,7X0,7CM FACA 1924 . .;UN
5008472;FOTO PORTA RETRATO . .;UN
5008475;REPARO VALVULA ADMISSAO SRP 2005 A 2030/3015 U U;PC
5008048;BOBINA DE ALUMINIO RETA LANCADEIRA GRANDE U U;UN
5008049;PORCA - 06000120B000 U U;UN
5008088;PARAFUSO SR-07400505 U U;UN
5008141;PRENDEDOR KG06K U U;PC
5006806;ABRACADEIRA NYLON 7,6X400 BRANCA U U;PC
5007144;ABRACADEIRA NYLON 8.8X 1095 PRETA U U;PC
5008498;CHICOTE CHICOTE ELETRICO CO CONJUNTO STILL . .;PC
5008168;LAMINA DE ARTIGOS LANCAMENTOS . .;UN
5008230;SUCO TRINK MORANGO U U;UN
5008232;CAIXA BARRA CEREAL NUTRY 528G U U;UN
5008235;TINTA TINTA P/ PISO VERMELHO U;LT
5008257;BASE REGIS PRESSAO 1416 U U;UN
5008309;PITAO P BUCHA B8 U U;PC
5008323;ROLAMENTO 6008 ZZ C3 U U;PC
5006706;BATERIA P/ PALETEIRA ELETRICA STILL;UN
5006869;PARAFUSO SEXT 5-16''X5-8 U U;UN
5006877;EIXO SECUNDARIO U U;UN
5006878;ENGRENAGEM Z-12 U U;UN
5006879;ENGRENAGEM Z-35 U U;UN
5007649;TERMINAL PRESSAO TUBO 1X2,50MM2 AZUL U U;RL
5007974;PLACA PAINEL ELETRONICO -FLAINOX - MOD. ARC 40 . .;PC
5007467;ENGRENAGEM . U U;UN
5008271;TABLET SAMSUNG A9+ 11 4G RAM 64GB WIFI GRAFITE U U;PC
5007179;TORNEIRA ELETRICA LOREN EASY 220 U U;PC
5007266;PONTA DE PROVA P MULTIMETRO U U;PC
5007539;TP P/ CONDU ALU S/P 2 POS RET 1/2 3/4 U U;PC
5007178;CONJUNTO 4 CADEIRAS EAMES EIFFEL COM PES DE MADE U U;UN
5007421;MANUTENCAO DE VEICULO PNEU 205/60R15 EFFIGRIP PERF 91H S . .;UN
5007513;FITA CREPE AMARELA 48MM X 40M UNICA .;UN
5007514;LONA PRETA MULTIUSO UNICA .;MT
5008481;RODIZIO EB BRANCO - PLACA - GIRATORIO - 4' 170KG U U;PC
5007688;CHAVE ON OFF RETA /OVER/GAL CHI U U;UN
5007693;FACA MOVEL CORTE GAL PLANA SIRUBA ORIG U U;UN
5007761;PRODUTO NCM 63014000 . .;PC
5006851;PARAFUSO PARAFUSO AUTO BROCANTE . .;CT
5006852;JUNTA JUNTA TAMPA CUBO . .;PC
5008691;AUMENTO DE MATERIAIS U U;UN
5007288;BOTA DE BORRACHA CURTO U 36;PC
5008293;GUARDA PO VERDE U P/S;UN
5007586;BORRACHA DO ROLETE DE SEPARACAO KYOCERA . .;UNI
5007588;PELICULA FUSORA KYOCERA . .;UNI
5007726;PARAFUSO NACIONAL U U;UN
5008764;LAPIS DE CARPINTEIRO U U;PC
5008765;TRIPE ESTUDIO INOX GIRAFA COM ARTICULACAO U U;UN
5007928;FECHADURA STAM 1610/09 ESP LARGO INOX U U;UN
5008351;CABO O PATCH CORD CAT6 VERMELHO SOHOPLUS . .;UN
5008352;CABO PATCH CORD CAT5E FURUKAWA MULTILAN AZUL . .;UN
5008353;PLACA MAE DPP 350C PLACA MAE LENOVO V15 . .;UN
5007042;BUCHA DE REDUCAO 1.1/2X1 U U;UN
5008585;PARAFUSO SEXTAVADO ZB M6X18 MA 5.8 U U;PC
5007516;EXTINTOR PQS 06KG CLASSE ABC . .;UN
5007525;SEGURANCA BULLET INTELBRAS VHL1220(EXTER CAM DE SEG DOME . .;UN
5007480;ALICATE DE PRESSAO 10 U U;UN
5008399;DEMARCACAO VIARIA 36L U U;UN
5008443;EMBALAGEM MOCHILA INFANTIL SUPER STAR . .;UN
5008466;CHAPEU PODEROSAS EM ALTO MAR UNICA .;UN
-81164;SO E CONSUMO JB EMBUCH . .;PC
5007933;ADAPTADOR SOLDAVEL ANEL VED CX CIL/RET 25X3/4 U U;PC
5008454;FIO SILICONE 1X4MM2 300GRAUS 750 VRML U U;PC
5006895;SUPORTE SUPORTE DE DISCO 7D . .;UN
5006907;SOLDA FOSCOPER HARRIS SUPER 2,4MMX460MM U U;KG
5007039;PALLET 170X170 U U;UN
5008600;CABO COBRE ISOLADO PVC 70G 750V 1X4,00 VERM U U;M
5006889;VENTILADOR DE PAREDE 70 CM SOLASTER 3 PAS 270W U U;UN
5006921;LAMPADA LED PAR30 11W 2700K E27 AVANT U U;UN
5007769;ESTACAO SOLDA ANALOGICA U U;UN
5008405;SSD KINGSTON NV2 NVME 250 GB M2 2280 U U;UN
5008407;SSD 240 GB WD GREEN, M.2 U U;UN
5008096;LOOPER COBERTURA - ME28-E U U;PC
5007958;CLIPS P CABO ACO 3/4 U U;PC
5008622;PINO FEMEA 10A MARGIRIUS 3P U U;UN
5007253;TINTA SPRAY TEKBONS VERDE U U;UN
5008603;PARAFUSO ALLEN CABECA CHATA 3/8X3 U U;PC
5006757;GALV VALVULA ESFERA FEMEA (B) 1/2 U U;PC
5007888;LUVA NITRILICA SLIM C/ FORRO VOLK TAM G U U;PR
5008626;LEITOR DE CODIGO DE BARRAS COM FIO U U;UN
5008214;ARARA REDONDA DE CREMALHEIRA 90CM BRANCO U U;UN
5008565;ALCA PRE FORMADA P/ CABO FLAT  1,90 A 2,30MM U U;UN
5008568;CABO TELEFONICO CTP APL 50-10P U U;UN
5006866;MESA REGULADORA U U;UN
5006999;PRODUTO NCM 33079000 . .;UN
5007001;PRODUTO NCM 32091020 . .;UN
5007049;DRENO TIPO BOIA 1/2 U U;UN
5007682;CAP SOLDAVEL 50MM U U;PC
5008575;BOTINA DE PROTEAO MOD AMARRAR S/ BIQ U 38;PC
5008578;BOTINA DE PROTEAO MOD AMARRAR S/ BIQ U 41;PC
5008582;BROCA WIDIA 10.00X260 U U;PC
5008684;PARAFUSO R SOBERBA CAB SEXT 7,2X65 U U;PC
5007528;CONECTOR P 4 MACHO . .;UN
5007010;ROMA ROLO LA POP REF 245 9CM U U;UN
5007012;ATLAS ROLO FACIL REF 705/5 5CM U U;PC
5008805;LINHA NYLON PARA PEDREIRO 0.80X100M U U;PC
5007409;LUVA NEOPREX XG KALIPSO U U;PAR
5007542;CENTRAL ALARME DE INCENDIO 125 VERIN . .;UN
5007548;CAIXA 5 ENTRADAS VERMELHA 1/2 3 / K . .;UN
5007551;ABRACADEIRA NYLON BRANCA 4,8X400 BRANCA - U . .;UN
5007395;VASO CX ACOPLADO FIORI LIRIO BCO U U;CJ
5007396;ENGATE BLUKIT FLEXIVEL ACO INOX U U;UN
5008195;REGUA P RACK 08 TOMADAS CABO 1,10M U U;UN
5007223;TAPA TAPA FURO 12/13MM BRANCO TX . .;UN
5007369;MATERIAL ELETRICO PROLONGADOR P/ VERGALHAO 1/4 X 50MM . .;UN
5008485;CAMERA INTELIGENTE INTERNA INTELBRAS IM3 C U U;UN
5007664;TERMINAL TUBULAR 16,00MM AZUL U U;PC
5007838;TERMINAL COMPR DUP CU S/ ISOL P/ CABO U U;PC
5007153;TECLADO PARA CENTRAL ALARME TEC 300 V2 U U;PC
5007154;SENSOR PASSIVO INFRAVERMELHO IRPET 520 DUO V2 U U;PC
5008602;CONTATO AUX NH1-E-11PKZ0 1NANF FRONTAL U U;PC
5008727;FILTRO DE COMBUSTIVEL W940 DIESEL BLINDADO C 4 U U;UN
5008659;ACIONADOR SUPERIOR SINGLE U U;UN
5008663;BOLSA ESPUDE 1.1/2X40MM U U;UN
5007075;TINTA CONVERT FERRUGEM U U;GL
5008737;GESSO ACARTONADO U U;UN
5008754;PINO QUEBRA DEDO C/ CORRENTE 6MM . .;PC
5007382;MOUSE MOUSE MULTILASER CLASSIC BOX OPTICO . .;UN
5008077;PARAFUSO SM4307 U U;PC
5008083;PROTETOR KU202 U U;UN
5007920;ADAPTADOR PVC SOLDAVEL CURTO BOLSA E ROSCA 40MMX1, U U;PC
5007921;JOELHO PVC 90G SOLDAVEL 40MM CLASSE U U;PC
5007986;BROCA PILOTO 1/4 U U;PC
5007227;CONEXAO INSTANTANEA PU - RETA 1/4X1/4 U U;PC
5008705;ISOPOR EM PLACA 100CM X 50CM U U;CX
5008796;CHAVE COMB 13 MM SATA U U;PC
5008801;LANCADEIRA TRAVETTI PEQUENA - 26204909 U U;PC
5008710;ALICATE ELETRICISTA ISOLADO SATA 8 NACIONAL U U;UN
5008720;ACIONAMENTO KA IDEAL/INCEP LATERAL ABS CRO ASTRA U U;UN
5008722;PARAFUSO PHIL 5X60 U U;UN
5008741;CONECTOR PARAFUSO FENDIDO 016MM2 U U;PC
5006746;SUPORTE MANGUEIRA . .;UN
5007967;CORREIA 3L 160 U U;PC
5007968;ELETRODUTO AZUL 2,50MM U U;KG
5007912;CJ DZ CASA FIT 220V GAREN + TX MAX U U;PC
5008134;SPRAY LUBRIFICANTE . .;UN
5007376;MATERIAL ELETRICO PAINEL LED GLIGHT QUAD. SOBREPOR 12W . .;PC
5006714;FILTRO DE LINHA FORCE LINE, 8 TOMADAS U U;UN
5007130;CAIXA LUVA SENSI BLACK VOLK 50 UNID CA 36026 U 44;PR
5006700;FRENTE FALSA 1U PRETO SAWABOX U U;PC
5006736;VALVULA CO2 U U;PC
5006742;TUBO TUBO ISOLANTE ELASTOMERICO 42MM UNICA .;PC
5009296;GANCHO P BUCHA B10 ZB U U;PC
5009357;VALVULA POCO RETENCAO C/ FILTRO U U;PC
5009360;ACO LAMINADO REDONDO U U;KG
5009540;ESCADA ALUMINIO 4 DEGRAUS U U;UN
5009810;LANCADEIRA RETA PESADA U U;PC
5010044;BOBINAGEM MOTOR 1-1,5 CV 8-4P U U;UN
5009628;GARRAFA TERMICA 1,8L U U;UN
5009688;CABO ROLO DE PINTURA SIMPLES U U;PC
5008887;SACOLA PLASTICA 48X58 . .;CX
5009262;PLACA MAE TOB GT H61 M.2 1155 DDR3 U U;UN
5009126;FITILHO DE RAFIA U U;UN
5009381;MANTA P/  REPAROS CABOS 200 X 400MM . .;UN
5009469;VALVULA DIRECIONAL PILOTADA U U;UN
5009000;PARAFUSO MADEIRA 5/16X70 SEXT U U;UN
5009062;ROLAMENTO FIXO DE ESFERAS U U;UN
5009663;BIELA KF201 U U;UN
5008975;LAMPADA LED  TKL90 15W 6500K TASCHIBRA U U;UN
5009708;ADAPTADOR PARA CONDU PVC 1BR U U;PC
5009710;CONDULETE PVC MULT X S/TP PQ U U;PC
5009786;GUIA DA BIELA U U;PC
5009737;ABRACADEIRA PVC 1/2 U U;PC
5009824;SPRAY PULVERIZADOR C/ PRESS 1.5L U U;PC
5009827;BROCA WIDIA 10.00X210 U U;PC
5009852;BATERIA ION PARA CAMERAS U U;PC
